pipeline_name,task_name,runtime,retry_count,rows_processed,schema_change,upstream_failed,error_log,root_cause,timestamp
network_monitor_pipeline,run_diagnostics,3565,3,189376,False,False,"DiskFullError: /tmp is at 100% capacity on pod ip-10-1-100-109|web|ap-. Cannot write results. Context: ip-10-1-13-87 dhclient[2101]: bound to 10.1.13.87 -- renewal in 1598 seconds. | ip-10-1-13-124 NET: dhclient: Locked /run/dhclient/resolv.lock | ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 120740ms.",Resource Exhaustion,2024-01-24T14:51:00+00:00
billing_pipeline,generate_invoices,819,2,176801,False,False,ConsistencyError: sum of line items doesn't match order total for 560 orders.,Data Quality Issue,2024-03-29T17:43:00+00:00
autoscale_pipeline,scan_containers,1332,0,203105,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T10:42:00+00:00
k8s_monitoring_pipeline,analyze_metrics,1815,2,80793,False,False,ResourceError: CPU throttled. Container exceeds cgroup limit on pod details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-16T01:27:00+00:00
microservice_health_pipeline,aggregate_kpi,3588,2,27757,False,False,MemoryError: unable to allocate 10.8 GiB. Worker OOM killed by kernel. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-16T20:03:00+00:00
billing_pipeline,apply_pricing,5,0,0,False,True,PipelineAborted: parent DAG 'analytics_pipeline' was manually stopped by operator.,Dependency Failure,2024-03-20T09:43:00+00:00
cloud_infra_pipeline,check_endpoints,3055,4,116895,False,False,"MemoryError: unable to allocate 4.0 GiB. Worker OOM killed by kernel. Context: ip-10-1-13-87 dhclient[2141]: XMT: Solicit on eth0, interval 125420ms. | ip-10-1-13-87 ec2net: [get_meta] Trying to get http://169.254.169.254/latest/meta-data/network/interfaces/macs/0e:1a:8b:75:10:6b/local-ipv4s | ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 118050ms.",Resource Exhaustion,2024-01-25T06:31:00+00:00
error_tracking_pipeline,aggregate_kpi,321,3,71879,False,False,ConnectionError: max retries exceeded connecting to scenario10-bot-deployment-69bbf69f44-9sg9c:8080. Context: stderr F Failed password for root from 10.1.64.117 port 46632 ssh2 | stderr F Failed password for root from 10.1.64.117 port 47872 ssh2 | stderr F Failed password for root from 10.1.64.117 port 49006 ssh2,API Failure,2024-01-15T22:53:00+00:00
recommendation_pipeline,fetch_interactions,81,0,15,True,False,SchemaError: new column 'phone_hash' detected but not in expected schema.,Schema Change,2024-03-07T06:01:00+00:00
marketing_pipeline,compute_metrics,60,4,48,False,False,EmptyFileError: downloaded file is 0 bytes. Source may have failed silently.,Missing Data,2024-03-12T17:28:00+00:00
autoscale_pipeline,collect_traces,972,0,78802,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-94d68db49-zvtz8. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecat...",Resource Exhaustion,2023-12-21T11:56:00+00:00
error_tracking_pipeline,run_diagnostics,1146,5,204244,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T23:12:00+00:00
notification_pipeline,send_batch,16,1,0,False,True,"CascadeFailure: 3 upstream dependencies failed: order_etl, payment, billing.",Dependency Failure,2024-03-26T07:01:00+00:00
clickstream_pipeline,sessionize,112,0,167273,False,False,FreshnessError: latest record is from 2026-02-28. Data is 3 days stale.,Data Quality Issue,2024-03-27T06:57:00+00:00
cost_tracking_pipeline,run_diagnostics,814,2,381064,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-94d68db49-zvtz8. Cannot write results. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAg...",Resource Exhaustion,2023-12-22T20:35:00+00:00
data_quality_pipeline,alert_owners,415,2,113296,False,True,DataQualityError: column 'email' has 45% null values. Threshold is 5%.,Data Quality Issue,2024-01-21T15:50:00+00:00
analytics_pipeline,export_dashboards,95,0,224,True,False,DataTypeError: column 'is_active' changed from boolean to varchar.,Schema Change,2024-01-31T16:01:00+00:00
recommendation_pipeline,score_users,25,2,0,False,True,"CascadeFailure: 3 upstream dependencies failed: order_etl, payment, billing.",Dependency Failure,2024-01-15T11:24:00+00:00
notification_pipeline,gather_triggers,6,1,69,True,False,SchemaError: new column 'phone_hash' detected but not in expected schema.,Schema Change,2024-03-17T23:55:00+00:00
latency_monitoring_pipeline,detect_anomaly,332,3,8536,False,False,TimeoutError: API call to scenario10-bot-deployment-69bbf69f44-9sg9c timed out after 30s. DDoS suspected. Context: stderr F Failed password for root from 10.1.64.117 port 45614 ssh2 | stderr F Failed password for root from 10.1.64.117 port 60514 ssh2 | stderr F Failed password for root from 10.1.64.117 port 40178 ssh2,API Failure,2024-01-15T00:19:00+00:00
latency_monitoring_pipeline,sync_config,1978,5,101250,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod ip-10-1-100-109|web|ap-. Context: ip-10-1-100-128 systemd: Removed slice User Slice of root. | ip-10-1-13-87 dhclient[2141]: XMT: Solicit on eth0, interval 115790ms. | ip-10-1-13-87 dhclient[2101]: DHCPACK from 10.1.13.1 (xid=0x10b95b10)",Resource Exhaustion,2024-01-25T19:08:00+00:00
recommendation_pipeline,build_features,773,2,146691,False,False,RangeError: column 'age' contains values > 200. Max allowed is 150.,Data Quality Issue,2024-03-07T15:18:00+00:00
billing_pipeline,generate_invoices,0,1,0,False,True,DependencyError: upstream pipeline 'user_etl_pipeline' failed. Cannot proceed.,Dependency Failure,2024-03-15T18:31:00+00:00
inventory_sync,pull_inventory,19,1,313,True,False,ColumnNotFoundError: 'subscription_tier' removed in upstream migration.,Schema Change,2024-01-10T21:59:00+00:00
resource_mgmt_pipeline,analyze_metrics,2724,0,460761,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-94d68db49-zvtz8. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n' | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce",Resource Exhaustion,2023-12-22T09:25:00+00:00
k8s_monitoring_pipeline,run_diagnostics,1237,3,473005,False,False,"MemoryError: unable to allocate 6.0 GiB. Worker OOM killed by kernel. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" inst...",Resource Exhaustion,2023-12-22T18:50:00+00:00
recommendation_pipeline,build_features,43,4,36,False,False,EmptyFileError: downloaded file is 0 bytes. Source may have failed silently.,Missing Data,2024-01-09T15:38:00+00:00
inventory_sync,pull_inventory,18,3,34,False,True,TimeoutError: waited 3600s for upstream data but file never appeared.,Missing Data,2024-01-26T09:39:00+00:00
error_tracking_pipeline,validate_deployment,293,8,90401,False,False,TimeoutError: API call to scenario10-bot-deployment-69bbf69f44-9sg9c timed out after 30s. DDoS suspected. Context: stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n' | stderr F Failed password for root from 10.1.64.117 port 60588 ssh2 | stderr F Failed password for root from 10.1.64.117 port 39508 ssh2,API Failure,2024-01-15T14:59:00+00:00
data_quality_pipeline,alert_owners,26,1,0,False,True,DependencyError: upstream pipeline 'user_etl_pipeline' failed. Cannot proceed.,Dependency Failure,2024-01-22T11:13:00+00:00
error_tracking_pipeline,monitor_latency,1548,0,165063,False,False,"MemoryError: unable to allocate 5.5 GiB. Worker OOM killed by kernel. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T08:38:00+00:00
ml_training_pipeline,evaluate_model,249,0,57723,False,False,ConsistencyError: sum of line items doesn't match order total for 560 orders.,Data Quality Issue,2024-01-21T09:48:00+00:00
order_etl_pipeline,extract_orders,110,2,356,True,False,ValidationError: field 'created_at' missing from source table 'users_v2'.,Schema Change,2024-01-21T11:51:00+00:00
recommendation_pipeline,score_users,544,2,140177,False,False,DuplicateKeyError: 340 duplicate primary keys found in 'users' table.,Data Quality Issue,2024-02-11T12:37:00+00:00
container_orchestration_pipeline,analyze_metrics,285,3,39211,False,False,DiskFullError: /tmp is at 100% capacity on pod details-v1-79548dfc8f-22flc. Cannot write results. Context: FATAL SignalException: SIGTERM | ERROR `/' not found. | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T05:15:00+00:00
autoscale_pipeline,parse_events,1623,3,75206,False,False,ResourceError: CPU throttled. Container exceeds cgroup limit on pod details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-16T11:31:00+00:00
data_quality_pipeline,run_checks,40,0,275,True,False,"KeyError: column ""age"" not found in dataframe. Schema may have changed upstream.",Schema Change,2024-01-06T06:18:00+00:00
deployment_pipeline,collect_traces,939,0,264744,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-94d68db49-zvtz8. Cannot write results. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is depreca...",Resource Exhaustion,2023-12-21T18:14:00+00:00
microservice_health_pipeline,audit_resources,403,1,99898,False,False,DiskFullError: /tmp is at 100% capacity on pod details-v1-79548dfc8f-22flc. Cannot write results. Context: FATAL SignalException: SIGTERM | ERROR `/' not found. | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-16T04:39:00+00:00
cost_tracking_pipeline,evaluate_sli,3401,4,116230,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-94d68db49-zvtz8. Context: stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n' | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce",Resource Exhaustion,2023-12-22T07:19:00+00:00
load_balancer_pipeline,audit_resources,1978,5,341458,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-16T05:20:00+00:00
k8s_monitoring_pipeline,check_pod_health,3462,0,139373,False,False,"DiskFullError: /tmp is at 100% capacity on pod ip-10-1-100-109|web|ap-. Cannot write results. Context: ip-10-1-13-124 dhclient[2450]: XMT: Solicit on eth0, interval 110040ms. | ip-10-1-13-124 dhclient[2410]: DHCPACK from 10.1.13.1 (xid=0x1f5abfb3) | ip-10-1-13-124 dhclient[2410]: DHCPREQUEST on eth0 to 10.1.13.1 port 67 (xid=0x1f5abfb3)",Resource Exhaustion,2024-01-24T09:54:00+00:00
cloud_infra_pipeline,analyze_metrics,582,5,94136,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T16:43:00+00:00
container_orchestration_pipeline,validate_deployment,1751,3,388037,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T17:23:00+00:00
cluster_ops_pipeline,validate_deployment,15,4,54885,False,False,ConnectionError: max retries exceeded connecting to scenario10-bot-deployment-69bbf69f44-9sg9c:8080. Context: stderr F Failed password for root from 10.1.64.117 port 58504 ssh2 | stderr F Failed password for root from 10.1.64.117 port 60588 ssh2 | stderr F Failed password for root from 10.1.64.117 port 47466 ssh2,API Failure,2024-01-15T18:18:00+00:00
order_etl_pipeline,load_orders,2,2,52,False,False,EmptyDatasetError: source query returned 0 rows. Expected at least 10000.,Missing Data,2024-03-21T14:49:00+00:00
k8s_monitoring_pipeline,audit_resources,2377,2,95763,False,False,"DiskFullError: /tmp is at 100% capacity on pod ip-10-1-100-109|web|ap-. Cannot write results. Context: ip-10-1-13-87 ec2net: [get_meta] Trying to get http://169.254.169.254/latest/meta-data/network/interfaces/macs/0e:1a:8b:75:10:6b/local-ipv4s | ip-10-1-13-87 dhclient[2141]: XMT: Solicit on eth0, interval 125420ms. | ip-10-1-13-87 ec2net: [get_meta] Querying IMDS for meta-data/network/interfaces/macs/0e:1a:8b:75:10:6b/local-ipv4s",Resource Exhaustion,2024-01-25T00:33:00+00:00
error_tracking_pipeline,detect_anomaly,3021,4,462184,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: ERROR `/' not found. | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T09:14:00+00:00
marketing_pipeline,generate_reports,78,1,487,True,False,ValidationError: field 'created_at' missing from source table 'users_v2'.,Schema Change,2024-01-29T17:18:00+00:00
latency_monitoring_pipeline,analyze_metrics,778,1,230327,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-7f4c6b8f9-6b9r5. Cannot write results. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T21:28:00+00:00
recommendation_pipeline,build_features,433,0,98040,False,False,FreshnessError: latest record is from 2026-02-28. Data is 3 days stale.,Data Quality Issue,2024-03-05T20:40:00+00:00
notification_pipeline,send_batch,806,0,43834,False,False,"FormatError: 890 rows in 'phone_number' don't match pattern +[0-9]{10,15}.",Data Quality Issue,2024-01-13T04:10:00+00:00
service_mesh_pipeline,sync_config,2953,0,410055,False,False,"MemoryError: unable to allocate 3.3 GiB. Worker OOM killed by kernel. Context: ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 120740ms. | ip-10-1-13-87 dhclient[2101]: bound to 10.1.13.87 -- renewal in 1598 seconds. | ip-10-1-100-128 systemd: Removed slice User Slice of root.",Resource Exhaustion,2024-01-25T17:27:00+00:00
security_scan_pipeline,analyze_metrics,2509,1,188893,False,False,ResourceError: CPU throttled. Container exceeds cgroup limit on pod details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-16T15:34:00+00:00
load_balancer_pipeline,run_diagnostics,1774,2,397168,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-7f4c6b8f9-6b9r5. Cannot write results. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T10:37:00+00:00
user_etl_pipeline,transform_users,17,3,0,False,True,TaskFailedError: depends on 'extract_orders' which has status=FAILED.,Dependency Failure,2024-01-14T12:13:00+00:00
container_orchestration_pipeline,process_logs,330,4,70417,False,False,ConnectionError: max retries exceeded connecting to scenario10-bot-deployment-69bbf69f44-9sg9c:8080. Context: stderr F Failed password for root from 10.1.64.117 port 46562 ssh2 | stderr F Failed password for root from 10.1.64.117 port 42510 ssh2 | stderr F Failed password for root from 10.1.64.117 port 33778 ssh2,API Failure,2024-01-16T09:18:00+00:00
k8s_monitoring_pipeline,check_endpoints,2506,3,476354,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-08T14:53:00+00:00
latency_monitoring_pipeline,scan_containers,75,4,33335,False,False,HTTPError: 429 Too Many Requests from scenario10-bot-deployment-69bbf69f44-9sg9c. Rate limit exceeded. Context: stderr F Failed password for root from 10.1.64.117 port 51410 ssh2 | stderr F Failed password for root from 10.1.64.117 port 42022 ssh2 | stderr F Failed password for root from 10.1.64.117 port 40278 ssh2,API Failure,2024-01-16T11:23:00+00:00
latency_monitoring_pipeline,detect_anomaly,948,4,499123,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on ip-10-1-100-109|web|ap-. Context: ip-10-1-13-87 dhclient[2101]: bound to 10.1.13.87 -- renewal in 1598 seconds. | ip-10-1-100-128 systemd: Started Session 133 of user root. | ip-10-1-13-87 ec2net: [get_meta] Getting token for IMDSv2.,Resource Exhaustion,2024-01-25T04:43:00+00:00
resource_mgmt_pipeline,collect_traces,3582,3,331448,False,False,ResourceError: CPU throttled. Container exceeds cgroup limit on pod ip-10-1-100-109|web|ap-. Context: ip-10-1-13-87 ec2net: [get_meta] Querying IMDS for meta-data/network/interfaces/macs/0e:1a:8b:75:10:6b/local-ipv4s | ip-10-1-13-124 ec2net: [get_meta] Getting token for IMDSv2. | ip-10-1-13-87 dhclient[2101]: DHCPREQUEST on eth0 to 10.1.13.1 port 67 (xid=0x10b95b10),Resource Exhaustion,2024-01-25T18:50:00+00:00
order_etl_pipeline,load_orders,5,4,16,False,False,EmptyFileError: downloaded file is 0 bytes. Source may have failed silently.,Missing Data,2024-03-24T10:28:00+00:00
data_quality_pipeline,run_checks,700,1,168496,False,False,DataQualityError: column 'email' has 45% null values. Threshold is 5%.,Data Quality Issue,2024-03-26T10:32:00+00:00
marketing_pipeline,generate_reports,4,2,0,False,True,DependencyError: upstream pipeline 'user_etl_pipeline' failed. Cannot proceed.,Dependency Failure,2024-01-14T18:09:00+00:00
container_orchestration_pipeline,audit_resources,1250,0,175156,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod ip-10-1-100-109|web|ap-. Context: ip-10-1-13-124 NET: dhclient: Locked /run/dhclient/resolv.lock | ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 113550ms. | ip-10-1-13-87 dhclient[2101]: bound to 10.1.13.87 -- renewal in 1598 seconds.",Resource Exhaustion,2024-01-25T22:30:00+00:00
recommendation_pipeline,score_users,6,4,46,False,False,FileNotFoundError: s3://data-lake/users/2026-03-01/part-00000.parquet does not exist.,Missing Data,2024-03-15T05:50:00+00:00
microservice_health_pipeline,check_pod_health,1047,4,52572,False,False,"DiskFullError: /tmp is at 100% capacity on pod productpage-v1-94d68db49-zvtz8. Cannot write results. Context: stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n' | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n'",Resource Exhaustion,2023-12-22T00:20:00+00:00
load_balancer_pipeline,validate_deployment,2776,5,212357,False,False,"KilledWorker: task exceeded memory limit and was killed by orchestrator on productpage-v1-94d68db49-zvtz8. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | stdout F reply: 'HTTP/1.1 503 Service Unavailable\\r\\n'",Resource Exhaustion,2023-12-21T05:41:00+00:00
payment_pipeline,aggregate_payments,171,2,114918,False,False,DataQualityError: column 'email' has 45% null values. Threshold is 5%.,Data Quality Issue,2024-02-14T13:16:00+00:00
marketing_pipeline,generate_reports,26,1,0,False,True,"CascadeFailure: 3 upstream dependencies failed: order_etl, payment, billing.",Dependency Failure,2024-02-29T15:52:00+00:00
resource_mgmt_pipeline,evaluate_sli,1111,0,309349,False,False,KilledWorker: task exceeded memory limit and was killed by orchestrator on details-v1-79548dfc8f-22flc. Context: ERROR `/' not found. | FATAL SignalException: SIGTERM | ERROR `/' not found.,Resource Exhaustion,2024-02-15T09:59:00+00:00
recommendation_pipeline,fetch_interactions,813,2,16979,False,True,"FormatError: 890 rows in 'phone_number' don't match pattern +[0-9]{10,15}.",Data Quality Issue,2024-02-02T09:03:00+00:00
cluster_ops_pipeline,collect_traces,2067,0,43179,False,False,"DiskFullError: /tmp is at 100% capacity on pod ip-10-1-100-109|web|ap-. Cannot write results. Context: ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 119960ms. | ip-10-1-13-87 dhclient[2101]: DHCPREQUEST on eth0 to 10.1.13.1 port 67 (xid=0x10b95b10) | ip-10-1-13-124 dhclient[2410]: bound to 10.1.13.124 -- renewal in 1654 seconds.",Resource Exhaustion,2024-01-24T03:54:00+00:00
network_monitor_pipeline,collect_traces,1987,5,139702,False,False,"MemoryError: unable to allocate 7.4 GiB. Worker OOM killed by kernel. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" inst...",Resource Exhaustion,2023-12-21T12:18:00+00:00
recommendation_pipeline,score_users,508,0,157771,True,False,RangeError: column 'age' contains values > 200. Max allowed is 150.,Data Quality Issue,2024-03-09T16:34:00+00:00
cloud_infra_pipeline,scan_containers,242,8,9949,False,False,TimeoutError: API call to scenario10-bot-deployment-69bbf69f44-9sg9c timed out after 30s. DDoS suspected. Context: stderr F Failed password for root from 10.1.64.117 port 34846 ssh2 | stderr F Failed password for root from 10.1.64.117 port 58734 ssh2 | stderr F Failed password for root from 10.1.64.117 port 46548 ssh2,API Failure,2024-01-15T05:34:00+00:00
network_monitor_pipeline,scan_containers,2039,0,168032,False,False,MemoryError: unable to allocate 11.0 GiB. Worker OOM killed by kernel. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T03:30:00+00:00
customer_360_pipeline,deduplicate,277,1,68725,False,False,RangeError: column 'age' contains values > 200. Max allowed is 150.,Data Quality Issue,2024-03-25T08:11:00+00:00
deployment_pipeline,evaluate_sli,3213,2,274704,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T11:37:00+00:00
order_etl_pipeline,extract_orders,2,3,0,False,True,DependencyError: upstream pipeline 'user_etl_pipeline' failed. Cannot proceed.,Dependency Failure,2024-03-21T22:53:00+00:00
k8s_monitoring_pipeline,monitor_latency,590,7,15999,False,False,TimeoutError: API call to scenario10-bot-deployment-69bbf69f44-9sg9c timed out after 30s. DDoS suspected. Context: stderr F Failed password for root from 10.1.64.117 port 37926 ssh2 | stderr F Failed password for root from 10.1.64.117 port 42062 ssh2 | stderr F Failed password for root from 10.1.64.117 port 36624 ssh2,API Failure,2024-01-15T23:40:00+00:00
load_balancer_pipeline,check_endpoints,1136,5,452486,False,False,"DiskFullError: /tmp is at 100% capacity on pod ip-10-1-100-109|web|ap-. Cannot write results. Context: ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 120740ms. | ip-10-1-100-128 systemd: Created slice User Slice of root. | ip-10-1-13-87 dhclient[2101]: DHCPREQUEST on eth0 to 10.1.13.1 port 67 (xid=0x10b95b10)",Resource Exhaustion,2024-01-24T14:15:00+00:00
error_tracking_pipeline,detect_anomaly,813,4,311807,False,False,"ResourceError: CPU throttled. Container exceeds cgroup limit on pod productpage-v1-7f4c6b8f9-6b9r5. Context: stderr F [1][warning][config] [./source/common/config/grpc_stream.h:160] StreamAggregatedResources gRPC config stream closed: 3, Resource not found: m",Resource Exhaustion,2023-12-07T23:49:00+00:00
cluster_ops_pipeline,scan_containers,1753,4,359526,False,False,"MemoryError: unable to allocate 5.4 GiB. Worker OOM killed by kernel. Context: Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" instead. {""exception"":""[object] (ErrorExce | Symfony\\Component\\HttpKernel\\Event\\KernelEvent::isMasterRequest()"" is deprecated, use ""isMainRequest()"" inst...",Resource Exhaustion,2023-12-21T05:04:00+00:00
load_balancer_pipeline,process_logs,292,0,356813,False,False,ResourceError: CPU throttled. Container exceeds cgroup limit on pod details-v1-79548dfc8f-22flc. Context: FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM | FATAL SignalException: SIGTERM,Resource Exhaustion,2024-02-15T08:56:00+00:00
microservice_health_pipeline,check_endpoints,3064,0,400441,False,False,"MemoryError: unable to allocate 13.1 GiB. Worker OOM killed by kernel. Context: ip-10-1-13-87 systemd: Started Session 130 of user root. | ip-10-1-13-87 ec2net: [get_meta] Getting token for IMDSv2. | ip-10-1-100-128 dhclient[2114]: XMT: Solicit on eth0, interval 113550ms.",Resource Exhaustion,2024-01-25T18:07:00+00:00
recommendation_pipeline,fetch_interactions,6,3,0,False,True,UpstreamFailure: sensor timed out waiting for DAG 'payment_pipeline' to complete.,Dependency Failure,2024-03-10T15:44:00+00:00
customer_360_pipeline,deduplicate,326,1,86813,False,False,DataQualityError: column 'email' has 45% null values. Threshold is 5%.,Data Quality Issue,2024-01-24T03:11:00+00:00
order_etl_pipeline,extract_orders,20,3,0,False,True,DependencyNotMet: required dataset from 'inventory_sync' not available.,Dependency Failure,2024-02-21T09:15:00+00:00
